Municipios;Sexo;Periodo;Total
03901 Poblets, els;Total;2017;2.926
03901 Poblets, els;Total;2016;3.246
03901 Poblets, els;Total;2015;3.303
03901 Poblets, els;Total;2014;3.350
03901 Poblets, els;Total;2013;3.402
03901 Poblets, els;Total;2012;3.404
03901 Poblets, els;Total;2011;3.394
03901 Poblets, els;Total;2010;3.310
03901 Poblets, els;Total;2009;3.288
03901 Poblets, els;Total;2008;3.267
03901 Poblets, els;Total;2007;3.078
03901 Poblets, els;Total;2006;2.865
03901 Poblets, els;Total;2005;2.404
03901 Poblets, els;Total;2004;2.242
03901 Poblets, els;Total;2003;2.274
03901 Poblets, els;Total;2002;2.044
03901 Poblets, els;Total;2001;1.857
03901 Poblets, els;Total;2000;1.688
03901 Poblets, els;Total;1999;1.485
03901 Poblets, els;Total;1998;1.368
03901 Poblets, els;Total;1997;""
03901 Poblets, els;Total;1996;1.191
03107 Polop;Total;2022;5.186
03107 Polop;Total;2021;5.069
03107 Polop;Total;2020;5.064
03107 Polop;Total;2019;4.965
03107 Polop;Total;2018;4.850
03107 Polop;Total;2017;4.725
03107 Polop;Total;2016;4.549
03107 Polop;Total;2015;4.369
03107 Polop;Total;2014;4.313
03107 Polop;Total;2013;4.688
03107 Polop;Total;2012;4.549
03107 Polop;Total;2011;4.474
03107 Polop;Total;2010;4.294
03107 Polop;Total;2009;4.245
03107 Polop;Total;2008;4.112
03107 Polop;Total;2007;3.869
03107 Polop;Total;2006;3.636
03107 Polop;Total;2005;3.353
03107 Polop;Total;2004;2.934
03107 Polop;Total;2003;2.489
03107 Polop;Total;2002;2.391
03107 Polop;Total;2001;2.243
03107 Polop;Total;2000;2.136
03107 Polop;Total;1999;2.024
03107 Polop;Total;1998;2.009
03107 Polop;Total;1997;""
03107 Polop;Total;1996;1.995
03060 Quatretondeta;Total;2022;133
03060 Quatretondeta;Total;2021;117
03060 Quatretondeta;Total;2020;118
03060 Quatretondeta;Total;2019;122
03060 Quatretondeta;Total;2018;121
03060 Quatretondeta;Total;2017;109
03060 Quatretondeta;Total;2016;113
03060 Quatretondeta;Total;2015;111
03060 Quatretondeta;Total;2014;115
03060 Quatretondeta;Total;2013;117
03060 Quatretondeta;Total;2012;109
03060 Quatretondeta;Total;2011;114
03060 Quatretondeta;Total;2010;122
03060 Quatretondeta;Total;2009;129
03060 Quatretondeta;Total;2008;137
03060 Quatretondeta;Total;2007;138
03060 Quatretondeta;Total;2006;145
03060 Quatretondeta;Total;2005;150
03060 Quatretondeta;Total;2004;150
03060 Quatretondeta;Total;2003;160
03060 Quatretondeta;Total;2002;169
03060 Quatretondeta;Total;2001;175
03060 Quatretondeta;Total;2000;179
03060 Quatretondeta;Total;1999;182
03060 Quatretondeta;Total;1998;185
03060 Quatretondeta;Total;1997;""
03060 Quatretondeta;Total;1996;189
03109 Rafal;Total;2022;4.634
03109 Rafal;Total;2021;4.597
03109 Rafal;Total;2020;4.553
03109 Rafal;Total;2019;4.498
03109 Rafal;Total;2018;4.418
03109 Rafal;Total;2017;4.322
03109 Rafal;Total;2016;4.218
03109 Rafal;Total;2015;4.167
03109 Rafal;Total;2014;4.138
03109 Rafal;Total;2013;4.170
03109 Rafal;Total;2012;4.213
03109 Rafal;Total;2011;4.162
03109 Rafal;Total;2010;4.181
03109 Rafal;Total;2009;4.135
03109 Rafal;Total;2008;4.028
03109 Rafal;Total;2007;3.901
03109 Rafal;Total;2006;3.805
03109 Rafal;Total;2005;3.770
03109 Rafal;Total;2004;3.586
03109 Rafal;Total;2003;3.506
03109 Rafal;Total;2002;3.464
03109 Rafal;Total;2001;3.366
03109 Rafal;Total;2000;3.201
03109 Rafal;Total;1999;3.123
03109 Rafal;Total;1998;3.081
03109 Rafal;Total;1997;""
03109 Rafal;Total;1996;3.027
03110 Ràfol d'Almúnia, el;Total;2022;731
03110 Ràfol d'Almúnia, el;Total;2021;670
03110 Ràfol d'Almúnia, el;Total;2020;648
03110 Ràfol d'Almúnia, el;Total;2019;653
03110 Ràfol d'Almúnia, el;Total;2018;644
03110 Ràfol d'Almúnia, el;Total;2017;631
03110 Ràfol d'Almúnia, el;Total;2016;630
03110 Ràfol d'Almúnia, el;Total;2015;635
03110 Ràfol d'Almúnia, el;Total;2014;659
03110 Ràfol d'Almúnia, el;Total;2013;719
03110 Ràfol d'Almúnia, el;Total;2012;749
03110 Ràfol d'Almúnia, el;Total;2011;746
03110 Ràfol d'Almúnia, el;Total;2010;726
03110 Ràfol d'Almúnia, el;Total;2009;697
03110 Ràfol d'Almúnia, el;Total;2008;692
03110 Ràfol d'Almúnia, el;Total;2007;635
03110 Ràfol d'Almúnia, el;Total;2006;588
03110 Ràfol d'Almúnia, el;Total;2005;532
03110 Ràfol d'Almúnia, el;Total;2004;536
03110 Ràfol d'Almúnia, el;Total;2003;498
03110 Ràfol d'Almúnia, el;Total;2002;481
03110 Ràfol d'Almúnia, el;Total;2001;428
03110 Ràfol d'Almúnia, el;Total;2000;402
03110 Ràfol d'Almúnia, el;Total;1999;386
03110 Ràfol d'Almúnia, el;Total;1998;364
03110 Ràfol d'Almúnia, el;Total;1997;""
03110 Ràfol d'Almúnia, el;Total;1996;368
03111 Redován;Total;2022;8.123
03111 Redován;Total;2021;8.058
03111 Redován;Total;2020;7.926
03111 Redován;Total;2019;7.869
03111 Redován;Total;2018;7.797
03111 Redován;Total;2017;7.811
03111 Redován;Total;2016;7.765
03111 Redován;Total;2015;7.706
03111 Redován;Total;2014;7.623
03111 Redován;Total;2013;7.672
03111 Redován;Total;2012;7.554
03111 Redován;Total;2011;7.522
03111 Redován;Total;2010;7.467
03111 Redován;Total;2009;7.335
03111 Redován;Total;2008;7.261
03111 Redován;Total;2007;6.982
03111 Redován;Total;2006;6.825
03111 Redován;Total;2005;6.645
03111 Redován;Total;2004;6.257
03111 Redován;Total;2003;5.956
03111 Redován;Total;2002;5.806
03111 Redován;Total;2001;5.596
03111 Redován;Total;2000;5.450
03111 Redován;Total;1999;5.398
03111 Redován;Total;1998;5.348
03111 Redován;Total;1997;""
03111 Redován;Total;1996;5.268
03112 Relleu;Total;2022;1.171
03112 Relleu;Total;2021;1.173
03112 Relleu;Total;2020;1.148
03112 Relleu;Total;2019;1.160
03112 Relleu;Total;2018;1.147
03112 Relleu;Total;2017;1.118
03112 Relleu;Total;2016;1.258
03112 Relleu;Total;2015;1.279
03112 Relleu;Total;2014;1.258
03112 Relleu;Total;2013;1.330
03112 Relleu;Total;2012;1.342
03112 Relleu;Total;2011;1.338
03112 Relleu;Total;2010;1.279
03112 Relleu;Total;2009;1.262
03112 Relleu;Total;2008;1.205
03112 Relleu;Total;2007;1.090
03112 Relleu;Total;2006;1.046
03112 Relleu;Total;2005;1.022
03112 Relleu;Total;2004;925
03112 Relleu;Total;2003;856
03112 Relleu;Total;2002;821
03112 Relleu;Total;2001;784
03112 Relleu;Total;2000;795
03112 Relleu;Total;1999;806
03112 Relleu;Total;1998;815
03112 Relleu;Total;1997;""
03112 Relleu;Total;1996;822
03113 Rojales;Total;2022;16.943
03113 Rojales;Total;2021;15.978
03113 Rojales;Total;2020;16.671
03113 Rojales;Total;2019;16.963
03113 Rojales;Total;2018;16.560
03113 Rojales;Total;2017;16.231
03113 Rojales;Total;2016;17.622
03113 Rojales;Total;2015;18.127
03113 Rojales;Total;2014;18.824
03113 Rojales;Total;2013;21.686
03113 Rojales;Total;2012;22.006
03113 Rojales;Total;2011;21.583
03113 Rojales;Total;2010;20.953
03113 Rojales;Total;2009;20.510
03113 Rojales;Total;2008;19.247
03113 Rojales;Total;2007;17.543
03113 Rojales;Total;2006;15.987
03113 Rojales;Total;2005;13.807
03113 Rojales;Total;2004;11.657
03113 Rojales;Total;2003;10.681
03113 Rojales;Total;2002;9.026
03113 Rojales;Total;2001;7.954
03113 Rojales;Total;2000;7.321
03113 Rojales;Total;1999;7.099
03113 Rojales;Total;1998;7.048
03113 Rojales;Total;1997;""
03113 Rojales;Total;1996;7.195
03114 Romana, la;Total;2022;2.605
03114 Romana, la;Total;2021;2.542
03114 Romana, la;Total;2020;2.492
03114 Romana, la;Total;2019;2.434
03114 Romana, la;Total;2018;2.376
03114 Romana, la;Total;2017;2.377
03114 Romana, la;Total;2016;2.411
03114 Romana, la;Total;2015;2.431
03114 Romana, la;Total;2014;2.465
03114 Romana, la;Total;2013;2.474
03114 Romana, la;Total;2012;2.509
03114 Romana, la;Total;2011;2.554
03114 Romana, la;Total;2010;2.602
03114 Romana, la;Total;2009;2.576
03114 Romana, la;Total;2008;2.539
03114 Romana, la;Total;2007;2.467
03114 Romana, la;Total;2006;2.407
03114 Romana, la;Total;2005;2.361
03114 Romana, la;Total;2004;2.235
03114 Romana, la;Total;2003;2.122
03114 Romana, la;Total;2002;2.069
03114 Romana, la;Total;2001;2.009
03114 Romana, la;Total;2000;1.995
03114 Romana, la;Total;1999;1.992
03114 Romana, la;Total;1998;1.978
03114 Romana, la;Total;1997;""
03114 Romana, la;Total;1996;2.005
03115 Sagra;Total;2022;435
03115 Sagra;Total;2021;427
03115 Sagra;Total;2020;426
03115 Sagra;Total;2019;408
03115 Sagra;Total;2018;389
03115 Sagra;Total;2017;393
03115 Sagra;Total;2016;414
03115 Sagra;Total;2015;410
03115 Sagra;Total;2014;408
03115 Sagra;Total;2013;432
03115 Sagra;Total;2012;446
03115 Sagra;Total;2011;454
03115 Sagra;Total;2010;465
03115 Sagra;Total;2009;444
03115 Sagra;Total;2008;434
03115 Sagra;Total;2007;457
03115 Sagra;Total;2006;464
03115 Sagra;Total;2005;456
03115 Sagra;Total;2004;422
03115 Sagra;Total;2003;421
03115 Sagra;Total;2002;416
03115 Sagra;Total;2001;406
03115 Sagra;Total;2000;399
03115 Sagra;Total;1999;398
03115 Sagra;Total;1998;389
03115 Sagra;Total;1997;""
03115 Sagra;Total;1996;379
03116 Salinas;Total;2022;1.678
03116 Salinas;Total;2021;1.642
03116 Salinas;Total;2020;1.620
03116 Salinas;Total;2019;1.601
03116 Salinas;Total;2018;1.585
03116 Salinas;Total;2017;1.562
03116 Salinas;Total;2016;1.569
03116 Salinas;Total;2015;1.597
03116 Salinas;Total;2014;1.583
03116 Salinas;Total;2013;1.586
03116 Salinas;Total;2012;1.603
03116 Salinas;Total;2011;1.559
03116 Salinas;Total;2010;1.549
03116 Salinas;Total;2009;1.596
03116 Salinas;Total;2008;1.588
03116 Salinas;Total;2007;1.522
03116 Salinas;Total;2006;1.498
03116 Salinas;Total;2005;1.466
03116 Salinas;Total;2004;1.402
03116 Salinas;Total;2003;1.388
03116 Salinas;Total;2002;1.322
03116 Salinas;Total;2001;1.264
03116 Salinas;Total;2000;1.215
03116 Salinas;Total;1999;1.188
03116 Salinas;Total;1998;1.180
03116 Salinas;Total;1997;""
03116 Salinas;Total;1996;1.174
03118 San Fulgencio;Total;2022;9.091
03118 San Fulgencio;Total;2021;8.447
03118 San Fulgencio;Total;2020;8.071
03118 San Fulgencio;Total;2019;7.855
03118 San Fulgencio;Total;2018;7.943
03118 San Fulgencio;Total;2017;7.646
03118 San Fulgencio;Total;2016;7.384
03118 San Fulgencio;Total;2015;9.021
03118 San Fulgencio;Total;2014;9.237
03118 San Fulgencio;Total;2013;12.688
03118 San Fulgencio;Total;2012;12.529
03118 San Fulgencio;Total;2011;12.354
03118 San Fulgencio;Total;2010;12.144
03118 San Fulgencio;Total;2009;12.030
03118 San Fulgencio;Total;2008;11.594
03118 San Fulgencio;Total;2007;10.583
03118 San Fulgencio;Total;2006;9.597
03118 San Fulgencio;Total;2005;8.197
03118 San Fulgencio;Total;2004;6.685
03118 San Fulgencio;Total;2003;5.700
03118 San Fulgencio;Total;2002;4.815
03118 San Fulgencio;Total;2001;4.103
03118 San Fulgencio;Total;2000;3.706
03118 San Fulgencio;Total;1999;3.384
03118 San Fulgencio;Total;1998;3.149
03118 San Fulgencio;Total;1997;""
03118 San Fulgencio;Total;1996;2.888
03904 San Isidro;Total;2022;2.154
03904 San Isidro;Total;2021;2.146
03904 San Isidro;Total;2020;2.103
03904 San Isidro;Total;2019;1.986
03904 San Isidro;Total;2018;1.933
03904 San Isidro;Total;2017;1.920
03904 San Isidro;Total;2016;1.915
03904 San Isidro;Total;2015;1.874
03904 San Isidro;Total;2014;1.891
03904 San Isidro;Total;2013;1.901
03904 San Isidro;Total;2012;1.921
03904 San Isidro;Total;2011;1.934
03904 San Isidro;Total;2010;1.874
03904 San Isidro;Total;2009;1.806
03904 San Isidro;Total;2008;1.708
03904 San Isidro;Total;2007;1.561
03904 San Isidro;Total;2006;1.401
03904 San Isidro;Total;2005;1.368
03904 San Isidro;Total;2004;1.332
03904 San Isidro;Total;2003;1.338
03904 San Isidro;Total;2002;1.330
03904 San Isidro;Total;2001;1.294
03904 San Isidro;Total;2000;1.274
03904 San Isidro;Total;1999;1.249
03904 San Isidro;Total;1998;1.253
03904 San Isidro;Total;1997;""
03904 San Isidro;Total;1996;1.256
03120 San Miguel de Salinas;Total;2022;6.659
03120 San Miguel de Salinas;Total;2021;6.553
03120 San Miguel de Salinas;Total;2020;6.313
03120 San Miguel de Salinas;Total;2019;6.034
03120 San Miguel de Salinas;Total;2018;5.811
03120 San Miguel de Salinas;Total;2017;5.797
03120 San Miguel de Salinas;Total;2016;6.193
03120 San Miguel de Salinas;Total;2015;6.773
03120 San Miguel de Salinas;Total;2014;6.911
03120 San Miguel de Salinas;Total;2013;7.012
03120 San Miguel de Salinas;Total;2012;7.602
03120 San Miguel de Salinas;Total;2011;7.862
03120 San Miguel de Salinas;Total;2010;8.057
03120 San Miguel de Salinas;Total;2009;8.135
03120 San Miguel de Salinas;Total;2008;8.056
03120 San Miguel de Salinas;Total;2007;7.625
03120 San Miguel de Salinas;Total;2006;7.104
03120 San Miguel de Salinas;Total;2005;6.620
03120 San Miguel de Salinas;Total;2004;5.781
03120 San Miguel de Salinas;Total;2003;5.333
03120 San Miguel de Salinas;Total;2002;4.678
03120 San Miguel de Salinas;Total;2001;4.162
03120 San Miguel de Salinas;Total;2000;3.893
03120 San Miguel de Salinas;Total;1999;3.691
03120 San Miguel de Salinas;Total;1998;3.594
03120 San Miguel de Salinas;Total;1997;""
03120 San Miguel de Salinas;Total;1996;3.521
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2022;59.138
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2021;58.912
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2020;58.978
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2019;58.385
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2018;57.785
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2017;57.175
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2016;56.715
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2015;56.302
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2014;55.946
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2013;55.781
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2012;55.100
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2011;54.531
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2010;54.088
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2009;53.126
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2008;51.507
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2007;49.341
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2006;47.706
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2005;46.034
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2004;44.226
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2003;42.647
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2002;40.599
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2001;39.053
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;2000;37.883
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;1999;37.484
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;1998;36.291
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;1997;""
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Total;1996;34.986
03117 Sanet y Negrals;Total;2022;734
03117 Sanet y Negrals;Total;2021;702
03117 Sanet y Negrals;Total;2020;690
03117 Sanet y Negrals;Total;2019;667
03117 Sanet y Negrals;Total;2018;648
03117 Sanet y Negrals;Total;2017;634
03117 Sanet y Negrals;Total;2016;649
03117 Sanet y Negrals;Total;2015;674
03117 Sanet y Negrals;Total;2014;670
03117 Sanet y Negrals;Total;2013;664
03117 Sanet y Negrals;Total;2012;700
03117 Sanet y Negrals;Total;2011;717
03117 Sanet y Negrals;Total;2010;727
03117 Sanet y Negrals;Total;2009;734
03117 Sanet y Negrals;Total;2008;740
03117 Sanet y Negrals;Total;2007;727
03117 Sanet y Negrals;Total;2006;684
03117 Sanet y Negrals;Total;2005;664
03117 Sanet y Negrals;Total;2004;623
03117 Sanet y Negrals;Total;2003;600
03117 Sanet y Negrals;Total;2002;592
03117 Sanet y Negrals;Total;2001;570
03117 Sanet y Negrals;Total;2000;547
03117 Sanet y Negrals;Total;1999;537
03117 Sanet y Negrals;Total;1998;546
03117 Sanet y Negrals;Total;1997;""
03117 Sanet y Negrals;Total;1996;566
03119 Sant Joan d'Alacant;Total;2022;24.450
03119 Sant Joan d'Alacant;Total;2021;24.363
03119 Sant Joan d'Alacant;Total;2020;24.367
03119 Sant Joan d'Alacant;Total;2019;23.915
03119 Sant Joan d'Alacant;Total;2018;23.518
03119 Sant Joan d'Alacant;Total;2017;23.149
03119 Sant Joan d'Alacant;Total;2016;22.897
03119 Sant Joan d'Alacant;Total;2015;22.825
03119 Sant Joan d'Alacant;Total;2014;22.804
03119 Sant Joan d'Alacant;Total;2013;23.026
03119 Sant Joan d'Alacant;Total;2012;22.740
03119 Sant Joan d'Alacant;Total;2011;22.554
03119 Sant Joan d'Alacant;Total;2010;22.138
03119 Sant Joan d'Alacant;Total;2009;21.939
03119 Sant Joan d'Alacant;Total;2008;21.681
03119 Sant Joan d'Alacant;Total;2007;20.997
03119 Sant Joan d'Alacant;Total;2006;20.430
03119 Sant Joan d'Alacant;Total;2005;19.711
03119 Sant Joan d'Alacant;Total;2004;19.027
03119 Sant Joan d'Alacant;Total;2003;18.107
03119 Sant Joan d'Alacant;Total;2002;17.478
03119 Sant Joan d'Alacant;Total;2001;17.017
03119 Sant Joan d'Alacant;Total;2000;16.895
03119 Sant Joan d'Alacant;Total;1999;16.910
03119 Sant Joan d'Alacant;Total;1998;16.299
03119 Sant Joan d'Alacant;Total;1997;""
03119 Sant Joan d'Alacant;Total;1996;16.008
03121 Santa Pola;Total;2022;36.174
03121 Santa Pola;Total;2021;34.148
03121 Santa Pola;Total;2020;33.303
03121 Santa Pola;Total;2019;32.306
03121 Santa Pola;Total;2018;31.745
03121 Santa Pola;Total;2017;31.137
03121 Santa Pola;Total;2016;31.309
03121 Santa Pola;Total;2015;31.657
03121 Santa Pola;Total;2014;31.529
03121 Santa Pola;Total;2013;34.134
03121 Santa Pola;Total;2012;33.965
03121 Santa Pola;Total;2011;33.372
03121 Santa Pola;Total;2010;32.507
03121 Santa Pola;Total;2009;31.760
03121 Santa Pola;Total;2008;30.987
03121 Santa Pola;Total;2007;29.221
03121 Santa Pola;Total;2006;27.521
03121 Santa Pola;Total;2005;25.494
03121 Santa Pola;Total;2004;23.220
03121 Santa Pola;Total;2003;22.253
03121 Santa Pola;Total;2002;20.965
03121 Santa Pola;Total;2001;19.720
03121 Santa Pola;Total;2000;18.922
03121 Santa Pola;Total;1999;18.253
03121 Santa Pola;Total;1998;17.600
03121 Santa Pola;Total;1997;""
03121 Santa Pola;Total;1996;17.099
03123 Sax;Total;2022;9.988
03123 Sax;Total;2021;9.935
03123 Sax;Total;2020;9.859
03123 Sax;Total;2019;9.845
03123 Sax;Total;2018;9.771
03123 Sax;Total;2017;9.737
03123 Sax;Total;2016;9.700
03123 Sax;Total;2015;9.696
03123 Sax;Total;2014;9.741
03123 Sax;Total;2013;10.091
03123 Sax;Total;2012;10.069
03123 Sax;Total;2011;10.041
03123 Sax;Total;2010;10.099
03123 Sax;Total;2009;10.054
03123 Sax;Total;2008;9.908
03123 Sax;Total;2007;9.716
03123 Sax;Total;2006;9.577
03123 Sax;Total;2005;9.399
03123 Sax;Total;2004;9.222
03123 Sax;Total;2003;8.953
03123 Sax;Total;2002;8.664
03123 Sax;Total;2001;8.570
03123 Sax;Total;2000;8.625
03123 Sax;Total;1999;8.602
03123 Sax;Total;1998;8.581
03123 Sax;Total;1997;""
03123 Sax;Total;1996;8.605
03124 Sella;Total;2022;592
03124 Sella;Total;2021;578
03124 Sella;Total;2020;577
03124 Sella;Total;2019;580
03124 Sella;Total;2018;585
03124 Sella;Total;2017;579
03124 Sella;Total;2016;584
03124 Sella;Total;2015;588
03124 Sella;Total;2014;584
03124 Sella;Total;2013;615
03124 Sella;Total;2012;626
03124 Sella;Total;2011;636
03124 Sella;Total;2010;649
03124 Sella;Total;2009;652
03124 Sella;Total;2008;646
03124 Sella;Total;2007;639
03124 Sella;Total;2006;650
03124 Sella;Total;2005;633
03124 Sella;Total;2004;620
03124 Sella;Total;2003;591
03124 Sella;Total;2002;586
03124 Sella;Total;2001;595
03124 Sella;Total;2000;591
03124 Sella;Total;1999;590
03124 Sella;Total;1998;579
03124 Sella;Total;1997;""
03124 Sella;Total;1996;587
03125 Senija;Total;2022;623
03125 Senija;Total;2021;605
03125 Senija;Total;2020;583
03125 Senija;Total;2019;584
03125 Senija;Total;2018;581
03125 Senija;Total;2017;578
03125 Senija;Total;2016;577
03125 Senija;Total;2015;610
03125 Senija;Total;2014;622
03125 Senija;Total;2013;661
03125 Senija;Total;2012;642
03125 Senija;Total;2011;661
03125 Senija;Total;2010;661
03125 Senija;Total;2009;636
03125 Senija;Total;2008;645
03125 Senija;Total;2007;658
03125 Senija;Total;2006;649
03125 Senija;Total;2005;619
03125 Senija;Total;2004;566
03125 Senija;Total;2003;542
03125 Senija;Total;2002;537
03125 Senija;Total;2001;520
03125 Senija;Total;2000;509
03125 Senija;Total;1999;472
03125 Senija;Total;1998;479
03125 Senija;Total;1997;""
03125 Senija;Total;1996;474
03127 Tàrbena;Total;2022;624
03127 Tàrbena;Total;2021;642
03127 Tàrbena;Total;2020;623
03127 Tàrbena;Total;2019;646
03127 Tàrbena;Total;2018;627
03127 Tàrbena;Total;2017;640
03127 Tàrbena;Total;2016;636
03127 Tàrbena;Total;2015;661
03127 Tàrbena;Total;2014;686
03127 Tàrbena;Total;2013;797
03127 Tàrbena;Total;2012;809
03127 Tàrbena;Total;2011;809
03127 Tàrbena;Total;2010;801
03127 Tàrbena;Total;2009;792
03127 Tàrbena;Total;2008;772
03127 Tàrbena;Total;2007;758
03127 Tàrbena;Total;2006;751
03127 Tàrbena;Total;2005;736
03127 Tàrbena;Total;2004;721
03127 Tàrbena;Total;2003;736
03127 Tàrbena;Total;2002;725
03127 Tàrbena;Total;2001;705
03127 Tàrbena;Total;2000;693
03127 Tàrbena;Total;1999;702
03127 Tàrbena;Total;1998;701
03127 Tàrbena;Total;1997;""
03127 Tàrbena;Total;1996;721
03128 Teulada;Total;2022;11.944
03128 Teulada;Total;2021;11.466
03128 Teulada;Total;2020;11.278
03128 Teulada;Total;2019;11.112
03128 Teulada;Total;2018;10.722
03128 Teulada;Total;2017;10.097
03128 Teulada;Total;2016;10.654
03128 Teulada;Total;2015;11.460
03128 Teulada;Total;2014;11.824
03128 Teulada;Total;2013;14.452
03128 Teulada;Total;2012;14.578
03128 Teulada;Total;2011;14.722
03128 Teulada;Total;2010;14.778
03128 Teulada;Total;2009;14.620
03128 Teulada;Total;2008;14.236
03128 Teulada;Total;2007;13.281
03128 Teulada;Total;2006;12.745
03128 Teulada;Total;2005;11.983
03128 Teulada;Total;2004;11.060
03128 Teulada;Total;2003;12.299
03128 Teulada;Total;2002;10.858
03128 Teulada;Total;2001;10.010
03128 Teulada;Total;2000;9.328
03128 Teulada;Total;1999;8.901
03128 Teulada;Total;1998;8.672
03128 Teulada;Total;1997;""
03128 Teulada;Total;1996;8.430
03129 Tibi;Total;2022;1.731
03129 Tibi;Total;2021;1.691
03129 Tibi;Total;2020;1.662
03129 Tibi;Total;2019;1.614
03129 Tibi;Total;2018;1.564
03129 Tibi;Total;2017;1.603
03129 Tibi;Total;2016;1.634
03129 Tibi;Total;2015;1.656
03129 Tibi;Total;2014;1.657
03129 Tibi;Total;2013;1.757
03129 Tibi;Total;2012;1.761
03129 Tibi;Total;2011;1.763
03129 Tibi;Total;2010;1.745
03129 Tibi;Total;2009;1.719
03129 Tibi;Total;2008;1.677
03129 Tibi;Total;2007;1.625
03129 Tibi;Total;2006;1.572
03129 Tibi;Total;2005;1.485
03129 Tibi;Total;2004;1.416
03129 Tibi;Total;2003;1.299
03129 Tibi;Total;2002;1.267
03129 Tibi;Total;2001;1.231
03129 Tibi;Total;2000;1.205
03129 Tibi;Total;1999;1.176
03129 Tibi;Total;1998;1.197
03129 Tibi;Total;1997;""
03129 Tibi;Total;1996;1.147
03130 Tollos;Total;2022;30
03130 Tollos;Total;2021;37
03130 Tollos;Total;2020;35
03130 Tollos;Total;2019;57
03130 Tollos;Total;2018;56
03130 Tollos;Total;2017;50
03130 Tollos;Total;2016;53
03130 Tollos;Total;2015;52
03130 Tollos;Total;2014;59
03130 Tollos;Total;2013;38
03130 Tollos;Total;2012;45
03130 Tollos;Total;2011;49
03130 Tollos;Total;2010;57
03130 Tollos;Total;2009;68
03130 Tollos;Total;2008;65
03130 Tollos;Total;2007;65
03130 Tollos;Total;2006;43
03130 Tollos;Total;2005;35
03130 Tollos;Total;2004;34
03130 Tollos;Total;2003;38
03130 Tollos;Total;2002;42
03130 Tollos;Total;2001;42
03130 Tollos;Total;2000;42
03130 Tollos;Total;1999;43
03130 Tollos;Total;1998;43
03130 Tollos;Total;1997;""
03130 Tollos;Total;1996;47
03131 Tormos;Total;2022;332
03131 Tormos;Total;2021;327
03131 Tormos;Total;2020;318
03131 Tormos;Total;2019;340
03131 Tormos;Total;2018;336
03131 Tormos;Total;2017;333
03131 Tormos;Total;2016;323
03131 Tormos;Total;2015;312
03131 Tormos;Total;2014;317
03131 Tormos;Total;2013;386
03131 Tormos;Total;2012;386
03131 Tormos;Total;2011;383
03131 Tormos;Total;2010;380
03131 Tormos;Total;2009;377
03131 Tormos;Total;2008;375
03131 Tormos;Total;2007;339
03131 Tormos;Total;2006;346
03131 Tormos;Total;2005;328
03131 Tormos;Total;2004;305
03131 Tormos;Total;2003;303
03131 Tormos;Total;2002;312
03131 Tormos;Total;2001;308
03131 Tormos;Total;2000;303
03131 Tormos;Total;1999;292
03131 Tormos;Total;1998;299
03131 Tormos;Total;1997;""
03131 Tormos;Total;1996;305
03132 Torremanzanas/Torre de les Maçanes, la;Total;2022;683
03132 Torremanzanas/Torre de les Maçanes, la;Total;2021;681
03132 Torremanzanas/Torre de les Maçanes, la;Total;2020;636
03132 Torremanzanas/Torre de les Maçanes, la;Total;2019;661
03132 Torremanzanas/Torre de les Maçanes, la;Total;2018;654
03132 Torremanzanas/Torre de les Maçanes, la;Total;2017;682
03132 Torremanzanas/Torre de les Maçanes, la;Total;2016;727
03132 Torremanzanas/Torre de les Maçanes, la;Total;2015;746
03132 Torremanzanas/Torre de les Maçanes, la;Total;2014;743
03132 Torremanzanas/Torre de les Maçanes, la;Total;2013;770
03132 Torremanzanas/Torre de les Maçanes, la;Total;2012;797
03132 Torremanzanas/Torre de les Maçanes, la;Total;2011;802
